ID,Amt Requested,Amt Funded,Length,Monthly Pmt,Pmts to Date,State,Income,Open LoC,Total LoC,Employ,Purpose,FICO,Home,Utilization,Rate,D/I,Standing,Balance,Delinquent,Months
9617,12000,12000,60 months,297.53,2060.94,Ill,3200,10,18,6,Consolidate Debt,716-750,Mortgage,25.90%,16.89%,13.81%,Currently paying,4922,0,
9618,24000,22525,36 months,888.14,7091.84,WA,5416.67,6,10,5,Credit Card,660-680,Rent,88.50%,19.69%,10.91%,Currently paying,22456,0,
9619,13000,13000,36 months,428.59,13124.76,LA,8333.33,10,50,8,Credit Card,716-750,Mortgage,44.80%,11.48%,5.24%,Paid,27294,0,77
9620,2400,2400,60 months,56.06,557.6,CO,4400,11,28,4,small_business,681-715,Mortgage,84.00%,14.17%,17.98%,Currently paying,45762,0,
9621,6250,6250,60 months,156.24,466.95,FL,4583.33,6,14,10+,Consolidate Debt,681-715,Rent,69.20%,17.27%,9.49%,Currently paying,8860,0,57
9622,12000,12000,60 months,306.69,12718.83,NY,4583,5,15,10+,Consolidate Debt,660-680,Rent,60.90%,18.30%,16.91%,Paid,10355,0,39
9623,1000,1000,36 months,32.74,162.55,RI,5000,6,24,10+,Consolidate Debt,681-715,Own,95.60%,10.99%,14.76%,Currently paying,22939,0,
9624,16000,2450,36 months,83.68,833.9,NJ,4166.67,17,36,< 1,Consolidate Debt,660-680,Rent,81.30%,13.24%,15.02%,Extremely late/charged off/default,17807,0,
9625,8500,8500,36 months,288.91,9360.06,Tex,3833,8,22,6,Consolidate Debt,681-715,Mortgage,82.10%,13.61%,24.55%,Paid,9608,0,
9626,5000,5000,36 months,152.18,608.08,CA,8333.33,8,12,5,Consolidate Debt,751-780,Rent,14.60%,6.03%,2.40%,Currently paying,2930,0,
9627,6000,5634.14,36 months,206.3,7423.72,IL,5922.83,15,31,< 1,Credit Card,660-680,Rent,76.30%,14.42%,15.18%,Paid,38616,0,
9628,12500,12500,36 months,391.13,390.88,CA,4166.67,7,9,4,Credit Card,716-750,Rent,62.40%,7.90%,7.97%,Currently paying,18460,0,
9629,11200,7225,60 months,140.26,2098.35,Ill,4416.67,7,22,6,Credit Card,716-750,Mortgage,19.20%,6.17%,10.78%,Currently paying,5290,0,
9630,2400,2400,36 months,80.2,240.06,IL,6500,10,33,10+,Consolidate Debt,681-715,Mortgage,97.00%,12.42%,9.82%,Currently paying,13099,1,12
9631,14000,14000,36 months,475.03,1897.16,NY,9416.67,6,15,2,Credit Card,681-715,Rent,93.60%,13.49%,5.98%,Currently paying,16854,0,
9632,20000,13725,60 months,447.22,6686.25,GA,10000,7,10,5,Consolidate Debt,716-750,Rent,70.80%,12.23%,6.05%,Currently paying,5534,0,
9633,16000,16000,60 months,368.08,366.8,VA,8416.67,8,19,5,Credit Card,716-750,Rent,47.70%,13.49%,8.06%,Currently paying,7721,0,
9634,12000,12000,36 months,407.17,12134.86,VA,3500,11,18,4,Consolidate Debt,660-680,Rent,50.30%,13.49%,12.66%,Paid,9192,0,
9635,1700,1700,36 months,58.1,0,NY,1200,10,10,4,Wedding,660-680,Own,55.60%,13.99%,20.67%,No payment due,7382,0,
9636,9250,9250,60 months,230.84,4373.42,CT,4416.67,16,27,3,Consolidate Debt,660-680,Mortgage,37.10%,17.19%,14.92%,Currently paying,10325,0,44
9637,20000,20000,36 months,684.43,10230.93,NJ,5917,6,38,8,Consolidate Debt,681-715,Rent,83.10%,14.09%,23.68%,Currently paying,20280,0,
9638,2800,2800,36 months,99.51,1089.55,OK,3800,7,28,2,Other,660-680,Rent,98.60%,16.77%,23.76%,Currently paying,4339,0,
9639,5000,5000,36 months,155.51,1237.2,NY,4875,6,9,3,small_business,751-780,Rent,25.40%,7.49%,2.42%,Currently paying,3182,0,
9640,3000,3000,36 months,102.52,920.16,AL,4250,9,17,6,Consolidate Debt,660-680,Mortgage,42.90%,13.99%,4.02%,Currently paying,4895,1,17
9641,5000,4977.15,36 months,172.69,6035.05,FL,4166.67,4,4,3,small_business,681-715,Rent,79.00%,14.74%,6.79%,Currently paying,6165,0,
9642,11000,11000,60 months,253.74,4799.78,CA,4000,12,19,2,Consolidate Debt,681-715,Rent,63.80%,13.61%,20.10%,Currently paying,10848,0,69
9643,16000,16000,36 months,539.96,0,IL,5416.67,10,28,10+,Credit Card,716-750,Mortgage,58.20%,13.11%,18.89%,No payment due,33470,0,
9644,14750,14750,60 months,328.04,1963.14,NY,5175,8,15,5,Consolidate Debt,681-715,Rent,69.40%,11.99%,24.00%,Currently paying,38358,0,
9645,10800,10800,36 months,359.34,0,FL,5416.67,9,16,3,Consolidate Debt,681-715,Own,60.80%,12.12%,6.74%,No payment due,12167,0,
9646,18000,18000,36 months,563.23,2251.6,TX,7433.7,6,18,5,Credit Card,716-750,Mortgage,66.00%,7.90%,11.10%,Currently paying,17852,1,23
9647,10000,10000,36 months,349.85,4536.09,CA,5083.33,9,21,4,Credit Card,660-680,Mortgage,92.70%,15.65%,21.36%,Currently paying,36169,0,46
9648,10000,10000,36 months,343.09,1369.76,TX,3500,13,18,10+,Consolidate Debt,681-715,Rent,48.00%,14.27%,23.43%,Currently paying,6098,0,
9649,6000,6000,36 months,201.4,4813.44,CA,4750,8,22,2,Other,681-715,Mortgage,0.00%,12.73%,7.73%,Currently paying,0,1,23
9650,7000,7000,36 months,212.93,1915.47,MD,10000,6,21,10+,Major Appliance Purchase,751-780,Mortgage,0.00%,5.99%,5.41%,Currently paying,0,0,
9651,8000,6847,36 months,266.52,9048.76,CA,6000,9,23,5,Consolidate Debt,781+,Mortgage,10.80%,12.21%,9.87%,Currently paying,54855,0,
9652,7800,7800,36 months,272.62,4083.6,CA,3077.36,5,11,2,Consolidate Debt,660-680,Own,73.90%,15.58%,24.37%,Extremely late/charged off/default,4804,0,
9653,14000,14000,36 months,469.63,937.2,WA,5233.33,10,18,5,Consolidate Debt,681-715,Rent,64.50%,12.69%,19.24%,Currently paying,13579,0,
9654,17200,17200,60 months,464.26,926.64,FL,4333.33,5,6,10+,Vacation,681-715,Rent,96.40%,20.89%,7.06%,Currently paying,8190,0,
9655,20500,20500,36 months,707.14,0,CA,4710.22,12,27,4,Credit Card,681-715,Mortgage,71.60%,14.65%,12.27%,No payment due,17937,0,41
9656,35000,35000,60 months,933.14,931.66,UT,8833.33,4,14,3,small_business,681-715,Mortgage,73.10%,20.30%,12.05%,Currently paying,13235,0,
9657,15000,15000,36 months,0,0,NY,5750,15,20,5,small_business,681-715,Own,35.20%,15.31%,5.21%,No payment due,14463,0,29
9658,13200,13200,36 months,401.75,401.46,FL,8166.67,17,43,10+,Consolidate Debt,781+,Mortgage,22.50%,6.03%,11.44%,Currently paying,95766,0,
9659,7000,7000,36 months,218.97,7407.84,CA,4333.33,6,19,10+,Consolidate Debt,716-750,Rent,46.80%,7.88%,15.37%,Paid,4669,0,46
9660,7000,7000,36 months,227.82,1592.43,NC,9166.67,5,7,< 1,Consolidate Debt,716-750,Mortgage,56.00%,10.59%,1.81%,Currently paying,5545,0,
9661,8400,8400,60 months,214.68,3418.08,VT,7500,5,18,3,Moving,660-680,Rent,92.30%,18.30%,24.13%,Currently paying,5170,2,17
9662,5000,5000,36 months,158.77,634.4,CA,3416.67,6,13,< 1,Credit Card,716-750,Rent,87.10%,8.90%,8.78%,Currently paying,5487,0,
9663,4000,4000,36 months,123.07,2206.44,PA,3417,11,28,10+,Other,751-780,Own,0.00%,6.76%,8.02%,Currently paying,0,1,15
9664,28000,20575,60 months,556.51,4992.03,NJ,6700,12,15,4,Consolidate Debt,660-680,Mortgage,76.80%,20.99%,10.49%,Currently paying,13538,0,
9665,12000,12000,36 months,414.35,7859.54,RI,11333.33,22,40,2,small_business,681-715,Rent,38.70%,14.72%,8.75%,Currently paying,15905,4,14
9666,6000,6000,60 months,131.93,6410.95,AL,6000,7,15,4,Wedding,751-780,Mortgage,89.70%,11.49%,3.17%,Paid,39098,0,
9667,1000,1000,36 months,34.17,545.28,NY,1000,4,4,1,Other,681-715,Rent,95.80%,13.98%,14.60%,Currently paying,479,0,
9668,5000,5000,36 months,173.24,3973.94,CA,8583.33,8,20,10+,Other,681-715,Mortgage,98.90%,14.96%,12.35%,Currently paying,8403,0,
9669,14000,14000,36 months,429.86,0,NY,4291.67,7,17,7,Credit Card,751-780,Mortgage,60.60%,6.62%,29.17%,No payment due,17392,0,
9670,11100,11100,60 months,302.55,2719.71,VA,4166.67,6,12,7,small_business,660-680,Own,96.90%,21.36%,19.70%,Currently paying,5526,0,
9671,24250,24250,36 months,807.53,22592.08,MD,5833.33,4,14,10+,Home Improvement,781+,Own,14.50%,12.18%,10.29%,Currently paying,1026,0,
9672,13500,13500,60 months,291.78,3499.2,WA,3575,10,16,2,Wedding,716-750,Mortgage,6.30%,10.74%,7.83%,Currently paying,385,0,
9673,4500,4500,36 months,140.49,3791.88,PA,6050,14,43,3,Home Improvement,751-780,Mortgage,19.60%,7.74%,17.85%,Currently paying,20362,1,7
9674,12000,12000,36 months,373.94,0,TX,4583.33,12,36,7,Consolidate Debt,716-750,Mortgage,42.90%,7.62%,22.42%,No payment due,12784,0,
9675,11200,11200,36 months,347.32,3470.3,CA,6000,7,15,5,Major Appliance Purchase,716-750,Mortgage,33.40%,7.29%,5.02%,Currently paying,8485,0,
9676,17000,17000,36 months,547.83,1640.97,NC,5416.67,7,14,1,Consolidate Debt,716-750,Mortgage,63.20%,9.91%,16.56%,Currently paying,21884,0,60
9677,19200,19200,36 months,628.52,5010.4,NM,6416.67,10,28,10+,Credit Card,716-750,Rent,51.80%,10.99%,19.23%,Extremely late/charged off/default,12179,0,
9678,18000,18000,60 months,441.56,5722.08,TX,11250,9,29,10+,Consolidate Debt,681-715,Rent,23.40%,16.40%,13.09%,Currently paying,5768,0,44
9679,24250,24250,60 months,510.72,6120.12,NC,6208,6,20,8,Consolidate Debt,716-750,Mortgage,50.30%,9.62%,12.45%,Extremely late/charged off/default,5784,0,
9680,15000,15000,60 months,368.69,3305.34,CA,11250,13,22,7,Medical Expenses,681-715,Rent,81.10%,16.49%,9.78%,Currently paying,20522,0,
9681,7500,7500,36 months,251.59,752.19,NC,3333.33,9,19,9,Consolidate Debt,660-680,Rent,62.20%,12.69%,15.21%,Currently paying,8144,0,
9682,7500,6563.8,36 months,241.41,8687.6,CA,5333.33,3,19,8,Car Loan,681-715,Rent,30.10%,9.83%,0.58%,Paid,603,1,11
9683,13600,13600,36 months,413.93,0,CA,4583.33,8,20,< 1,Credit Card,716-750,Rent,63.40%,6.03%,26.24%,No payment due,16420,0,42
9684,6625,6625,36 months,219.13,875.72,CA,6250,15,19,4,Other,681-715,Mortgage,80.40%,11.71%,15.86%,Currently paying,13278,0,
9685,30000,30000,60 months,667.19,5322.48,VA,11166.67,7,18,8,Consolidate Debt,781+,Rent,18.70%,11.99%,20.14%,Currently paying,11938,0,
9686,25000,6400,60 months,658.74,7892.52,TX,16250,15,64,1,Consolidate Debt,681-715,Mortgage,92.40%,19.74%,21.42%,Currently paying,76001,0,
9687,15000,6299.25,36 months,504.27,17479.85,CA,5416.67,10,18,5,Credit Card,716-750,Rent,57.40%,12.84%,6.65%,Paid,27201,0,
9688,30000,30000,36 months,992.28,4956.35,DC,16675,11,25,10+,Consolidate Debt,716-750,Mortgage,29.00%,11.71%,8.79%,Currently paying,24049,0,39
9689,11000,11000,36 months,333.6,4650.38,CA,5400,10,23,5,Consolidate Debt,751-780,Mortgage,12.90%,5.79%,17.09%,Currently paying,3615,0,
9690,35000,35000,60 months,786.01,1571.22,VA,5416.67,5,18,3,small_business,716-750,Rent,57.20%,12.42%,10.34%,Currently paying,17574,0,
9691,5000,5000,36 months,178.94,0,FL,5000,7,25,9,Major Appliance Purchase,660-680,Mortgage,95.80%,17.27%,17.28%,Currently paying,8814,2,3
9692,25000,25000,60 months,549.69,8762.08,MD,7916.67,15,39,1,Home Improvement,781+,Mortgage,22.90%,11.49%,15.49%,Currently paying,35788,0,
9693,24250,14750,36 months,530,10575,Tex,5700,21,31,10+,Consolidate Debt,660-680,Rent,62.30%,17.56%,22.51%,Currently paying,51287,1,9
9694,7500,7500,36 months,254.44,7585.44,Tex,2700,3,10,4,Other,681-715,Mortgage,0.00%,13.48%,0.00%,Paid,0,0,
9695,6500,6500,36 months,212.01,2536.68,NJ,6250,19,53,6,Consolidate Debt,681-715,Rent,63.60%,10.74%,6.80%,Currently paying,6484,0,66
9696,12000,12000,36 months,387.21,5016.44,GA,6666.67,14,26,10+,Credit Card,716-750,Mortgage,53.60%,10.00%,16.95%,Currently paying,14751,0,
9697,7500,7500,60 months,159.32,1431.09,CA,4166.67,6,24,6,Other,781+,Mortgage,2.30%,9.99%,0.48%,Currently paying,554,0,
9698,3900,3900,36 months,127.67,1142.91,MD,3708.33,6,19,< 1,Major Appliance Purchase,681-715,Rent,85.70%,10.99%,6.09%,Currently paying,5055,0,
9699,4500,4500,60 months,95.59,572.64,WISC,6000,12,41,10+,Wedding,751-780,Mortgage,34.70%,9.99%,7.55%,Currently paying,12837,0,
9700,9000,9000,36 months,281.53,9344.36,GA,7916.67,9,34,10+,Credit Card,751-780,Mortgage,3.70%,7.88%,9.18%,Paid,17538,0,
9701,2000,2000,36 months,65.24,845.91,NC,7167,11,63,8,Other,681-715,Own,80.00%,10.74%,23.29%,Currently paying,17594,0,
9702,15000,15000,36 months,545.23,3264.96,NY,2800,3,8,n/a,Other,681-715,Own,97.00%,18.39%,14.25%,Currently paying,2038,0,
9703,5000,5000,36 months,151.64,2110.92,CA,3750,6,13,3,Major Appliance Purchase,751-780,Mortgage,8.20%,5.79%,0.53%,Currently paying,519,0,66
9704,24000,24000,36 months,799.2,24244.07,CA,16666.67,7,11,< 1,Consolidate Debt,751-780,Own,1.00%,12.18%,5.25%,Paid,298,0,
9705,25000,25000,60 months,549.69,9315.32,MA,15000,16,49,< 1,Consolidate Debt,751-780,Mortgage,49.40%,11.49%,11.48%,Currently paying,41102,0,
9706,4000,4000,36 months,126.98,1901.4,MD,4791.67,5,38,1,Moving,716-750,Rent,64.30%,8.88%,8.64%,Currently paying,2699,1,18
9707,5000,5000,36 months,156.46,312.8,CA,3333.33,6,7,n/a,Consolidate Debt,716-750,Rent,51.70%,7.90%,19.08%,No payment due,6566,0,
9708,10750,10750,60 months,238.37,4032.06,WY,5000,13,40,7,small_business,716-750,Mortgage,46.80%,11.86%,18.56%,Currently paying,20527,0,
9709,9600,9600,36 months,300.39,0,TX,4166.67,14,17,< 1,Consolidate Debt,716-750,Rent,38.00%,7.90%,17.22%,No payment due,14323,0,
9710,8000,8000,36 months,266.18,0,FL,6463.67,4,23,4,Credit Card,716-750,Rent,97.20%,12.12%,12.92%,No payment due,7775,0,
9711,7450,7450,36 months,246.42,1228.05,CA,9583,9,22,< 1,Consolidate Debt,681-715,Mortgage,75.40%,11.71%,12.52%,Currently paying,22101,0,81
9712,9600,2325.76,36 months,185.1,6652.26,CT,5000,24,51,1,Credit Card,681-715,Rent,34.20%,11.66%,21.52%,Paid,39010,0,
9713,12500,12500,36 months,437.31,4800.07,CT,2916.67,3,18,10+,Consolidate Debt,681-715,Rent,88.40%,15.65%,14.43%,Currently paying,14151,0,
9714,30000,30000,36 months,1002.46,1000.43,AZ,5416.67,10,30,7,Consolidate Debt,716-750,Mortgage,91.20%,12.42%,15.84%,Currently paying,40063,0,
9715,3200,3200,36 months,108.7,3064.06,CA,2000,5,7,3,Other,681-715,Rent,86.20%,13.57%,17.50%,Currently paying,8794,0,
9716,3500,3500,36 months,106.53,319.35,GA,3165,6,11,7,Major Appliance Purchase,751-780,Mortgage,23.10%,6.03%,4.96%,Currently paying,10491,0,
9717,16000,16000,36 months,519.06,16534.38,MA,10000,10,21,7,Home Improvement,716-750,Mortgage,67.00%,10.37%,12.82%,Paid,43631,0,
9718,14500,14500,36 months,472.32,1886.4,MD,4333.33,16,21,8,Consolidate Debt,681-715,Mortgage,47.30%,10.65%,20.70%,Currently paying,7710,0,34
9719,7000,7000,60 months,147.46,1763.16,UT,5300,8,29,3,Wedding,716-750,Mortgage,35.20%,9.63%,5.83%,Currently paying,60684,0,60
9720,11525,11525,36 months,358.45,2148.3,CA,7583.33,13,36,2,small_business,751-780,Mortgage,0.00%,7.49%,15.81%,Currently paying,0,0,35
9721,19000,19000,60 months,419.87,419.27,VA,3500,7,20,10+,Consolidate Debt,716-750,Mortgage,83.40%,11.71%,10.31%,Currently paying,12177,0,
9722,10000,10000,36 months,325.45,1948.38,NC,5250,7,37,2,Consolidate Debt,716-750,Mortgage,42.10%,10.59%,2.95%,Currently paying,6610,0,64
9723,12000,10480.82,36 months,399.78,13970.6,CA,5083.33,10,19,1,Consolidate Debt,751-780,Rent,21.90%,12.21%,17.70%,Currently paying,12416,0,
9724,12000,3814.8,36 months,407.08,14001.22,AZ,5666.67,7,28,9,Consolidate Debt,681-715,Mortgage,63.70%,13.47%,21.90%,Paid,43863,0,
9725,3200,3200,36 months,107.81,860.4,CA,6500,5,14,5,Consolidate Debt,681-715,Rent,97.30%,12.99%,17.54%,Currently paying,37270,0,
9726,15000,15000,36 months,510.63,6632.6,VA,5416.67,6,13,7,Credit Card,681-715,Rent,80.60%,13.72%,16.60%,Currently paying,25270,0,
9727,19500,19500,36 months,651.6,0,NY,4833.33,7,25,8,Consolidate Debt,681-715,Rent,85.90%,12.42%,11.92%,No payment due,19237,0,38
9728,14000,14000,36 months,472.43,15481.5,MI,8333.33,11,51,10+,Credit Card,681-715,Mortgage,61.80%,13.11%,11.92%,Paid,22505,0,76
9729,9500,9500,36 months,301.66,0,OR,5416.67,10,31,2,Credit Card,716-750,Rent,57.90%,8.90%,11.34%,Currently paying,8401,0,
9730,4000,4000,36 months,125.17,500.08,TX,5000,7,25,< 1,Wedding,716-750,Mortgage,9.70%,7.90%,10.56%,Currently paying,1227,0,
9731,18000,18000,60 months,449.97,1346.61,PA,3500,10,25,7,Consolidate Debt,681-715,Rent,64.40%,17.27%,19.83%,Currently paying,23240,0,40
9732,25000,25000,36 months,782.26,781.96,PA,5000,12,37,10+,Consolidate Debt,716-750,Mortgage,32.70%,7.90%,27.26%,Currently paying,13848,0,
9733,6800,6800,36 months,211.56,845,TX,5000,8,21,< 1,small_business,716-750,Rent,16.10%,7.51%,21.74%,Currently paying,1647,0,29
9734,12000,12000,36 months,385.07,12926.59,NM,5458.33,8,34,10+,Home Improvement,681-715,Mortgage,70.70%,9.62%,17.26%,Paid,21634,0,
9735,4000,4000,36 months,120.64,601.55,NY,6532.17,12,25,3,Consolidate Debt,751-780,Own,15.60%,5.42%,21.34%,Currently paying,10003,0,
9736,21000,21000,36 months,774.19,16237.2,CA,3333.33,5,6,3,Consolidate Debt,660-680,Rent,95.70%,19.41%,5.70%,Currently paying,6315,0,
9737,12000,12000,36 months,404.27,2422.92,OH,12500,16,24,10+,small_business,660-680,Mortgage,85.20%,12.99%,17.98%,Currently paying,94424,0,58
9738,1500,1500,36 months,49.46,246.55,Tex,900,3,4,1,Educational Expenses,781+,Rent,9.00%,11.48%,6.44%,Extremely late/charged off/default,2763,0,
9739,25000,15725,60 months,361.75,15903.22,MA,10833.33,16,48,3,Consolidate Debt,716-750,Mortgage,25.70%,13.49%,12.99%,Paid,25335,0,58
9740,5200,5200,36 months,176.29,1757.5,CA,4333.33,7,18,3,Consolidate Debt,660-680,Rent,14.80%,13.43%,9.51%,Currently paying,946,0,50
9741,10000,10000,60 months,231.24,3230.08,NY,5833.33,10,19,10+,Consolidate Debt,681-715,Mortgage,63.80%,13.72%,24.72%,Currently paying,88408,0,
9742,25000,25000,60 months,564.87,6563.72,CT,6250,7,11,4,Other,781+,Mortgage,3.20%,12.69%,0.32%,Currently paying,1281,0,
9743,24000,22971.13,60 months,560.56,24838.84,WV,4416.67,21,59,8,Consolidate Debt,716-750,Mortgage,1.10%,14.17%,22.42%,Paid,520,0,48
9744,12000,12000,36 months,375.49,0,AZ,6500,10,38,7,Credit Card,751-780,Mortgage,92.80%,7.90%,10.61%,No payment due,18778,0,49
9745,6200,6200,36 months,199.8,398.9,CA,2083.33,7,12,2,Consolidate Debt,681-715,Rent,47.70%,9.91%,20.64%,Currently paying,6533,0,
9746,10000,10000,36 months,334.16,1335.2,FL,2833.33,11,29,10+,Other,681-715,Mortgage,42.20%,12.42%,9.04%,Currently paying,3377,1,12
9747,2500,697.23,36 months,80.77,2907.35,MA,5417,5,15,10+,Wedding,681-715,Rent,62.90%,10.08%,1.55%,Paid,9743,0,42
9748,12000,12000,36 months,415.05,7641.19,NY,3817.18,20,26,5,Consolidate Debt,660-680,Rent,39.10%,14.84%,12.86%,Currently paying,9596,0,64
9749,6450,6450,36 months,209.25,2717.91,NY,10500,4,15,2,Consolidate Debt,681-715,Mortgage,78.60%,10.37%,2.42%,Currently paying,7153,0,32
9750,15000,15000,60 months,364.94,3985.85,GA,3750,6,18,5,Vacation,681-715,Mortgage,73.30%,16.02%,7.33%,Currently paying,8646,0,
9751,14400,14400,60 months,367.63,3659,MO,11333,15,33,6,Consolidate Debt,660-680,Mortgage,40.20%,18.25%,21.32%,Currently paying,20118,0,38
9752,8000,8000,36 months,250.33,749.97,PA,5600,7,22,10+,Home Improvement,716-750,Mortgage,36.00%,7.90%,4.54%,Currently paying,3406,0,32
9753,9000,9000,60 months,209.33,3759.66,MD,4675,7,11,2,Consolidate Debt,681-715,Mortgage,75.30%,13.98%,14.70%,Currently paying,15352,0,
9754,14400,14400,60 months,291.16,6103.65,Ill,4500,7,34,10+,Credit Card,716-750,Mortgage,56.30%,7.88%,17.47%,Currently paying,11832,0,
9755,3250,3065.65,36 months,110.56,3980.07,CA,2083.33,14,17,3,Consolidate Debt,660-680,Rent,24.70%,13.67%,24.34%,Paid,10098,0,
9756,18000,11236.61,60 months,222.29,11980.53,AZ,2916.67,12,39,3,Consolidate Debt,751-780,Mortgage,21.90%,6.54%,6.55%,Paid,14126,0,
9757,5000,5000,36 months,177.82,2838.24,DE,4569,5,14,10+,Consolidate Debt,660-680,Mortgage,95.10%,16.82%,23.97%,Currently paying,8367,0,61
9758,25000,19971.8,36 months,829.1,26467.2,OH,6000,10,26,7,Consolidate Debt,716-750,Mortgage,17.40%,11.89%,5.47%,Currently paying,8546,0,
9759,10000,10000,36 months,343.09,342.26,NY,2166.67,12,17,4,Credit Card,681-715,Rent,54.40%,14.27%,15.23%,Currently paying,8100,0,61
9760,6400,6356.4,36 months,199.61,7182.26,FL,8450,10,21,< 1,Credit Card,751-780,Mortgage,8.20%,7.68%,0.83%,Paid,1715,0,0
9761,18000,17225,36 months,546.79,8282.55,CT,7500,19,59,4,Consolidate Debt,716-750,Rent,72.90%,8.88%,17.64%,Currently paying,17505,0,
9762,9750,9750,36 months,336.32,335.87,WA,2833.33,15,18,8,Consolidate Debt,681-715,Mortgage,32.70%,14.65%,16.70%,Currently paying,10454,0,
9763,10000,10000,36 months,316.11,10875.87,CA,8583.33,7,20,9,Consolidate Debt,751-780,Rent,24.50%,8.59%,15.22%,Paid,7015,0,
9764,15000,7250,36 months,504.27,15317.56,CT,5866.67,17,38,6,Educational Expenses,716-750,Mortgage,73.70%,12.84%,11.42%,Paid,27576,0,
9765,35000,35000,60 months,913.52,7304.24,VA,8333.33,10,21,6,Consolidate Debt,681-715,Rent,88.40%,19.29%,19.98%,Currently paying,13770,0,
9766,6000,6000,36 months,193.58,1156.86,OH,4416.67,12,39,3,Consolidate Debt,681-715,Own,54.20%,9.99%,12.88%,Currently paying,8761,0,48
9767,1350,1350,36 months,43.56,347.12,TX,1917,6,11,7,Other,681-715,Rent,12.00%,9.99%,23.37%,Currently paying,277,1,22
9768,19125,19125,60 months,488.26,0,CA,3333.33,8,9,5,Other,681-715,Own,61.40%,18.25%,15.69%,No payment due,7858,0,
9769,11200,11200,36 months,363.29,5445.35,KS,2916.67,7,18,5,Consolidate Debt,681-715,Rent,88.30%,10.36%,21.29%,Currently paying,3089,0,
9770,21000,21000,60 months,555.33,1110.08,MA,7875,13,28,2,Consolidate Debt,660-680,Rent,82.40%,19.91%,8.09%,Currently paying,13597,0,32
9771,5000,5000,36 months,162.23,2754.17,CO,8000,13,37,1,Consolidate Debt,716-750,Mortgage,69.40%,10.38%,19.94%,Currently paying,30755,0,
9772,13500,13500,36 months,457.67,1368.78,MO,3083.33,2,7,10+,Credit Card,681-715,Rent,0.00%,13.43%,10.99%,Extremely late/charged off/default,12391,2,15
9773,19750,13425,60 months,297.69,5642.81,OR,3500,12,15,5,Consolidate Debt,716-750,Rent,22.60%,11.86%,21.00%,Currently paying,7368,1,18
9774,12000,9477.89,36 months,396.17,12663.36,WI,3220.25,7,12,7,Consolidate Debt,716-750,Rent,69.50%,11.58%,14.47%,Currently paying,10913,0,
9775,8000,8000,36 months,278.39,1109.96,FL,10666.67,14,34,1,small_business,681-715,Rent,94.70%,15.27%,15.08%,Late,31366,0,
9776,5000,5000,36 months,167.34,5848.15,NJ,5521,5,11,10+,Credit Card,716-750,Own,93.60%,12.53%,16.55%,Currently paying,24345,0,
9777,13000,13000,36 months,0,0,CA,5000,3,9,3,Consolidate Debt,716-750,Rent,87.80%,13.11%,8.02%,No payment due,12288,0,
9778,9000,9000,36 months,317.71,0,MI,4583.33,12,25,< 1,Consolidate Debt,660-680,Mortgage,75.10%,16.29%,11.91%,Currently paying,14491,1,13
